ogc_fid,sector,cod_col,name,NEIGHBORHOOD,alias,AliasType,GISID,uid
7932,20,2002,AREA  A.M.D.C,AREA A.M.D.C,AREA A.M.D.C,Default,157,20-AREAXX-001
2696,9,0,AREA DE COHDEFOR,AREA DE COHDEFOR,AREA DE COHDEFOR,Default,919,09-ARECOH-001
9064,20,2002,AREA PRIVADA,AREA PRIVADA,AREA PRIVADA,Default,1176,20-AREPRI-001
800,29,0,AREA VERDE,AREA VERDE,AREA VERDE,Default,533,29-AREVER-001
9089,20,2002,AREA VERDE VILLA NUEVA,AREA VERDE VILLA NUEVA,AREA VERDE VILLA NUEVA,Default,404,20-AREVER-001
930,18,1804,AREA VERDE VILLA NUEVA,AREA VERDE VILLA NUEVA,AREA VERDE VILLA NUEVA,Default,824,18-AREVER-001
1504,36,3609,LA JOYITA DEL ZARSAL LAS CASITAS,LA JOYITA DEL ZARSAL LAS CASITAS,LA JOYITA DEL ZARSAL LAS CASITAS,Default,21,36-JOYZAR-001
1,4,418,COLONIA ARGENTINA,ARGENTINA,ARGENTINA,Default,121,04-ARGXXX-001
148,16,1634,COLONIA ARMANDO CALIDONIO,ARMANDO CALIDONIO,ARMANDO CALIDONIO,Default,456,16-ARMCAL-001
20000,13,1348,COLONIA ARNULFO CANTARERO LOPEZ,ARNULFO CANTARERO LOPEZ,ARNULFO CANTARERO LOPEZ,Default,840,13-ARNCAN-001
5087,13,1346,COLONIA ARTURO QUEZADA,ARTURO QUEZADA,ARTURO QUEZADA,Default,102,13-ARTQUE-001
33,24,0,ASERRADERO LAMAS,ASERRADERO LAMAS,ASERRADERO LAMAS,Default,64,24-ASELAM-001
1674,12,1223,RESIDENCIAL ATLANTIS,ATLANTIS,ATLANTIS,Default,969,12-ATLXXX-001
4019,29,2910,COLONIA AURORA,AURORA,AURORA,Default,178,29-AURXXX-001
5675,16,1616,COLONIA AURORA,AURORA,AURORA,Default,282,16-AURXXX-001
61,25,2514,COLONIA AUSTRALIA,AUSTRALIA,AUSTRALIA,Default,813,25-AUSXXX-001
1049,4,418,AVENIDA LA PAZ,AVENIDA LA PAZ,AVENIDA LA PAZ,Default,447,04-AVEPAZ-001
2,33,3319,COLONIA AZACUALPA,AZACUALPA,AZACUALPA,Default,674,33-AZAXXX-001
49,34,3426,AZACUALPA,AZACUALPA,AZACUALPA,Default,974,34-AZAXXX-001
105,32,3319,AZACUALPA,AZACUALPA,AZACUALPA,Default,1067,32-AZAXXX-001
89,33,3319,AZACUALPA,AZACUALPA,AZACUALPA,Default,1104,33-AZAXXX-002
101,33,3304,AZACUALPA ( JACALEAPA ),AZACUALPA ( JACALEAPA ),AZACUALPA ( JACALEAPA ),Default,1133,33-AZAJAC-001
48,34,3426,AZACUALPA ( YUCUMA ),AZACUALPA ( YUCUMA ),AZACUALPA ( YUCUMA ),Default,855,34-AZAYUC-001
108,33,3319,AZACUALPA (OCOTTAL),AZACUALPA (OCOTTAL),AZACUALPA (OCOTTAL),Default,519,33-AZAOCO-001
8103,18,0,RESIDENCIAL AZULEJOS DE SAN IGNACIO,AZULEJOS DE SAN IGNACIO,AZULEJOS DE SAN IGNACIO,Default,73,18-AZUSAN-001
820,5,508,BARIO CERRO JUANA LAINEZ,BARIO CERRO JUANA LAINEZ,BARIO CERRO JUANA LAINEZ,Default,67,05-BARCER-001
7,7,702,BARRIO BELEN,BELEN,BELEN,Default,1154,07-BELXXX-001
1780,18,1803,RESIDENCIAL BELLA ORIENTE,BELLA ORIENTE,BELLA ORIENTE,Default,727,18-BELORI-001
2692,6,624,BARRIO BELLA VISTA,BELLA VISTA,BELLA VISTA,Default,1371,06-BELVIS-001
5056,7,0,BARRIO BELLA VISTA NORTE,BELLA VISTA NORTE,BELLA VISTA NORTE,Default,30,07-BELVIS-001
18564,13,1337,COLONIA BENDECK,BENDECK,BENDECK,Default,416,13-BENXXX-001
1700,6,626,COLONIA BENDECK,BENDECK,BENDECK,Default,583,06-BENXXX-001
133,25,2542,COLONIA BERLIN,BERLIN,BERLIN,Default,401,25-BERXXX-001
1921,20,2005,COLONIA BERNARDO DAZZI,BERNARDO DAZZI,BERNARDO DAZZI,Default,31,20-BERDAZ-001
3900,19,1929,COLONIA BETANIA,BETANIA,BETANIA,Default,1367,19-BETXXX-001
918,56,5608,"COLONIA BETEL, ALDEA RIO ABAJO","BETEL, ALDEA RIO ABAJO","BETEL, ALDEA RIO ABAJO",Default,733,56-BETALD-001
99,56,0,COLONIA BETHEL,BETHEL,BETHEL,Default,75,56-BETXXX-001
237,1,103,BARRIO EL CENTRO,EL CENTRO,EL CENTRO,Default,108,01-CENXXX-001
500,9,901,COLONIA BOLIVAR,BOLIVAR,BOLIVAR,Default,50,09-BOLXXX-001
34,24,2402,COLONIA BOLIVAR,BOLIVAR,BOLIVAR,Default,1136,24-BOLXXX-001
19017,7,749,BRASILIA,BRASILIA,BRASILIA,Default,46,07-BRAXXX-001
15831,7,749,COLONIA BRASILIA,BRASILIA,BRASILIA,Default,514,07-BRAXXX-002
632,55,5541,RESIDENCIAL BRICE√ëO,BRICEÑO,BRICEÑO,Default,794,55-BRIXXX-001
3287,14,,COLONIA BRISAS DE AGUA AZUL,BRISAS DE AGUA AZUL,BRISAS DE AGUA AZUL,Default,1366,14-BRIAGU-001
6841,21,2147,COLONIA BRISAS DE JACALEAPA O LOMAS DE NAVOO III ETAPA,BRISAS DE JACALEAPA O LOMAS DE NAVOO III,BRISAS DE JACALEAPA O LOMAS DE NAVOO III,Default,376,21-BRIJAC-002
6838,21,2147,COLONIA BRISAS DE JACALEAPA O LOMAS DE NAVOO IV ETAPA,BRISAS DE JACALEAPA O LOMAS DE NAVOO IV,BRISAS DE JACALEAPA O LOMAS DE NAVOO IV,Default,681,21-BRIJAC-003
13830,7,761,COLONIA BRISAS DE LA LAGUNA,BRISAS DE LA LAGUNA,BRISAS DE LA LAGUNA,Default,1027,07-BRILAG-001
9622,7,722,COLONIA BRISAS DE OLANCHO,BRISAS DE OLANCHO,BRISAS DE OLANCHO,Default,1365,07-BRIOLA-001
1064,32,3209,COLONIA BRISAS DE ORIENTE,BRISAS DE ORIENTE,BRISAS DE ORIENTE,Default,826,32-BRIORI-001
9703,29,2904,BRISAS DE SUYAPA,BRISAS DE SUYAPA,BRISAS DE SUYAPA,Default,410,29-BRISUY-001
1,29,2904,COLONIA BRISAS DE SUYAPA,BRISAS DE SUYAPA,BRISAS DE SUYAPA,Default,1184,29-BRISUY-002
21,22,2230,COLONIA BRISAS DEL CORTIJO,BRISAS DEL CORTIJO,BRISAS DEL CORTIJO,Default,1293,22-BRICOR-001
5733,25,2508,COLONIA BRISAS DEL NORTE,BRISAS DEL NORTE,BRISAS DEL NORTE,Default,1149,25-BRINOR-001
1626,10,1017,COLONIA BRISAS DEL VALLE,BRISAS DEL VALLE,BRISAS DEL VALLE,Default,1258,10-BRIVAL-001
783,25,2530,COLONIA BUENA VISTA,BUENA VISTA,BUENA VISTA,Default,23,25-BUEVIS-001
1227,2,0,RESIDENCIAL BUENA VISTA,RESIDENCIAL BUENA VISTA,RESIDENCIAL BUENA VISTA,Default,361,02-BUEVIS-001
919,2,212,BARRIO BUENA VISTA,BARRIO BUENA VISTA,BARRIO BUENA VISTA,Default,1002,02-BUEVIS-002
12884,7,757,COLONIA BUENAS NUEVAS,BUENAS NUEVAS,BUENAS NUEVAS,Default,504,07-BUENUE-001
764,2,201,BARRIO BUENOS AIRES,BUENOS AIRES,BUENOS AIRES,Default,273,02-BUEAIR-001
1404,29,2924,COLONIA BUENOS AIRES DE ORIENTE,BUENOS AIRES DE ORIENTE,BUENOS AIRES DE ORIENTE,Default,1364,29-BUEAIR-001
3100,35,0,COLONIA BUENOS AIRES SUR,BUENOS AIRES SUR,BUENOS AIRES SUR,Default,798,35-BUEAIR-001
4253,21,2109,COLONIA CALPULES,CALPULES,CALPULES,Default,293,21-CALIIX-001
1437,6,0,BARRIO CAMAGUARA,CAMAGUARA,CAMAGUARA,Default,1135,06-CAMXXX-001
3427,9,944,RESIDENCIAL CAMINO DEL HATILLO,CAMINO DEL HATILLO,CAMINO DEL HATILLO,Default,90,09-CAMHAT-001
19736,7,727,COL CAMPO CIELO,COL CAMPO CIELO,COL CAMPO CIELO,Default,1074,07-CAMCIE-002
11064,7,727,COLONIA CAMPO CIELO,CAMPO CIELO,CAMPO CIELO,Default,363,07-CAMCIE-001
9708,35,3542,CA√ëA DEL TIZATE,CAÑA DEL TIZATE,CAÑA DEL TIZATE,Default,196,35-CA√ëTIZ-001
4389,9,947,COLONIA CANAAN,CANAAN,CANAAN,Default,332,09-CANXXX-001
12921,7,720,COLONIA CANADA,CANADA,CANADA,Default,373,07-CANXXX-001
9686,35,2324,RESIDENCIAL CANARIAS I ETAPA,CANARIAS I,CANARIAS I,Default,49,35-CANIXX-001
5037,8,803,CANTERA,CANTERA,CANTERA,Default,265,08-CANXXX-001
459,15,1508,CARPINTERO,CARPINTERO,CARPINTERO,Default,301,15-CARXXX-001
118,50,5001,CARPINTERO,CARPINTERO,CARPINTERO,Default,1178,50-CARXXX-001
12882,25,2504,CARRIZAL,CARRIZAL,CARRIZAL,Default,505,25-CARXXX-002
24884,13,1351,COLONIA CARRIZAL,CARRIZAL,CARRIZAL,Default,882,13-CARXXX-001
22120,13,1364,COLONIA CARRIZAL # 2,CARRIZAL # 2,CARRIZAL # 2,Default,323,13-CAR2XX-001
98,58,5802,CASA QUEMADA,CASA QUEMADA,CASA QUEMADA,Default,107,58-CASQUE-001
265,58,5802,CASA QUEMADA(LA SABANA),CASA QUEMADA(LA SABANA),CASA QUEMADA(LA SABANA),Default,274,58-CASQUE-002
58,23,2355,RESIDENCIAL CASA VERDE,CASA VERDE,CASA VERDE,Default,381,23-CASVER-001
158,3,302,BARRIO CASAMATA,CASAMATA,CASAMATA,Default,443,03-CASXXX-001
8835,18,1806,RESIDENCIAL CASAVOLA,CASAVOLA,CASAVOLA,Default,913,18-CASXXX-001
1712,29,2912,CASERIO AGUA BLANCA,CASERIO AGUA BLANCA,CASERIO AGUA BLANCA,Default,155,29-CASAGU-001
38,30,3002,CASERIO AGUA BLANCA,CASERIO AGUA BLANCA,CASERIO AGUA BLANCA,Default,555,30-CASAGU-001
77,28,2805,CASERIO EL ESPINAL (PARTE),CASERIO EL ESPINAL (PARTE),CASERIO EL ESPINAL (PARTE),Default,453,28-CASESP-001
484,56,5605,CASERIO EL GUANABANO,CASERIO EL GUANABANO,CASERIO EL GUANABANO,Default,854,56-CASGUA-001
10772,23,0,CASERIO EL GUAYABAL,CASERIO EL GUAYABAL,CASERIO EL GUAYABAL,Default,6,23-CASGUA-001
71,26,2603,CASERIO EL JICARO,CASERIO EL JICARO,CASERIO EL JICARO,Default,888,26-CASJIC-001
16053,25,2506,CASERIO EL PEDREGAL,CASERIO EL PEDREGAL,CASERIO EL PEDREGAL,Default,251,25-CASPED-001
1860,32,3204,CASERIO LA CALERA,CASERIO LA CALERA,CASERIO LA CALERA,Default,1249,32-CASCAL-001
24375,13,1358,"CASERIO NUEVA ALDEA, MATEO","CASERIO NUEVA ALDEA, MATEO","CASERIO NUEVA ALDEA, MATEO",Default,172,13-CASNUE-002
4820,13,1358,CASERIO NUEVA ALDEA. MATEO,CASERIO NUEVA ALDEA. MATEO,CASERIO NUEVA ALDEA. MATEO,Default,131,13-CASNUE-001
4350,28,2819,CASERIO OJO DE AGUA,CASERIO OJO DE AGUA,CASERIO OJO DE AGUA,Default,861,28-CASOJO-001
952,10,1018,COLONIA CASTA√ëO SUR,CASTAÑO SUR,CASTAÑO SUR,Default,226,10-CASSUR-001
60,55,5505,COLONIA CATALU√ëA,CATALUÑA,CATALUÑA,Default,716,55-CATXXX-001
6500,23,0,RESIDENCIAL CATESA,CATESA,CATESA,Default,384,23-CATXXX-001
12673,13,0,CEMENTERIO SANTA ANITA,CEMENTERIO SANTA ANITA,CEMENTERIO SANTA ANITA,Default,1282,13-CEMSAN-001
801,29,0,CEMENTERIO SUYAPA,CEMENTERIO SUYAPA,CEMENTERIO SUYAPA,Default,606,29-CEMSUY-001
8068,25,2512,COLONIA CENTENO,CENTENO,CENTENO,Default,1089,25-CENXXX-001
237,1,103,BARRIO EL CENTRO,EL CENTRO,CENTRO,Agency variations,108,01-CENXXX-001
14560,13,1320,RESIDENCIAL CENTRO AMERICA ESTE  ,RESIDENCIAL CENTRO AMERICA ESTE,CENTRO AMERICA ESTE,Default,1328,13-CENAME-002
2894,19,0,CENTRO CIVICO GUBERNAMENTAL,CENTRO CIVICO GUBERNAMENTAL,CENTRO CIVICO GUBERNAMENTAL,Default,268,19-CENCIV-001
13208,23,2371,CENTRO CORPORATIVO GALERIAS,CENTRO CORPORATIVO GALERIAS,CENTRO CORPORATIVO GALERIAS,Default,799,23-CENCOR-001
10661,16,1622,CENTROAMERICANA III ETAPA,CENTROAMERICANA III,CENTROAMERICANA III,Default,1234,16-CENIII-001
13301,25,2523,COLONIA ALTOS DE CENTROAMERICA,ALTOS DE CENTROAMERICA,ALTOS DE CENTROAMERICA,Default,996,25-ALTCEN-001
14560,13,1320,RESIDENCIAL CENTRO AMERICA ESTE  ,RESIDENCIAL CENTRO AMERICA ESTE,CENTROAMERICA ESTE,Agency variations,1328,13-CENAME-002
14560,13,1320,RESIDENCIAL CENTRO AMERICA ESTE  ,RESIDENCIAL CENTRO AMERICA ESTE,CENROAMERICA ESTE,Agency variations,1328,13-CENAME-002
4624,29,2923,RESIDENCIAL  CERRO  AZUL,CERRO AZUL,CERRO AZUL,Default,1177,29-CERAZU-001
3743,8,0,CERRO EL PICACHO,CERRO EL PICACHO,CERRO EL PICACHO,Default,89,08-CERPIC-001
812,56,0,CERRO GRANDE,CERRO GRANDE,CERRO GRANDE,Default,295,56-CERGRA-001
1,14,1401,COLONIA CERRO GRANDE ZONA 2,CERRO GRANDE ZONA 2,CERRO GRANDE ZONA 2,Default,1212,14-CERGRA-001
661,8,813,COLONIA CERRO GRANDE ZONA 3,CERRO GRANDE ZONA 3,CERRO GRANDE ZONA 3,Default,43,08-CERGRA-001
1771,8,814,COLONIA CERRO GRANDE ZONA 4,CERRO GRANDE ZONA 4,CERRO GRANDE ZONA 4,Default,1363,08-CERGRA-004
3892,8,840,COLONIA CERRO GRANDE ZONA 8,CERRO GRANDE ZONA 8,CERRO GRANDE ZONA 8,Default,1362,08-CERGRA-003
823,5,508,CERRO JUANA LAINEZ,CERRO JUANA LAINEZ,CERRO JUANA LAINEZ,Default,175,05-CERJUA-001
149,17,0,CHALET FRANCES SAN IGNACIO,CHALET FRANCES SAN IGNACIO,CHALET FRANCES SAN IGNACIO,Default,515,17-CHAFRA-001
3811,6,611,BARRIO CHIVERA,CHIVERA,CHIVERA,Default,760,06-CHIXXX-001
1419,41,2120,CIUDAD ESPA√ëA,CIUDAD ESPAÑA,CIUDAD ESPAÑA,Default,762,41-CIUESP-001
1627,26,2607,RESIDENCIAL CIUDAD JARDIN,CIUDAD JARDIN,CIUDAD JARDIN,Default,1390,26-CIUJAR-001
25606,13,1362,CIUDAD LEMPIRA,CIUDAD LEMPIRA,CIUDAD LEMPIRA,Default,309,13-CIULEM-001
1423,41,4120,CIUDAD NUEVA,CIUDAD NUEVA,CIUDAD NUEVA,Default,248,41-CIUNUE-001
4105,24,2420,RESIDENCIAL CIUDAD NUEVA,CIUDAD NUEVA,RESIDENCIAL CIUDAD NUEVA,Default,1172,24-CIUNUE-001
144,35,3538,CIUDAD TEGNOLOGICA ROSA DE LOBO,CIUDAD TEGNOLOGICA ROSA DE LOBO,CIUDAD TEGNOLOGICA ROSA DE LOBO,Default,547,35-CIUTEG-001
12880,25,2525,RESIDENCIAL CIUDAD DEL ANGEL,CIUDAN DEL ANGEL,CIUDAN DEL ANGEL,Default,619,25-CIUANG-001
4400,7,743,COLONIA COFRADIA,COFRADIA,COFRADIA,Default,576,07-COFXXX-001
6363,16,1607,COL 30 DE NOVIEMBRE,COL 30 DE NOVIEMBRE,COL 30 DE NOVIEMBRE,Default,1273,16-30NOVX-002
15605,25,2521,COL ALTOS DEL PARAISO,COL ALTOS DEL PARAISO,COL ALTOS DEL PARAISO,Default,947,25-ALTPAR-002
5676,16,1616,COL AURORA,COL AURORA,COL AURORA,Default,646,16-AURXXX-002
116,24,2414,COLONIA FLOR DEL CAMPO,FLOR DEL CAMPO,FLOR DEL CAMPO,Default,1280,24-FLOCAM-001
19727,7,720,COL CANADA,COL CANADA,COL CANADA,Default,1217,07-CANXXX-002
2026,55,5520,COL CERRO GRANDE,COL CERRO GRANDE,COL CERRO GRANDE,Default,287,55-CERGRA-001
14434,25,2545,COL CIUDAD GUZMAN,COL CIUDAD GUZMAN,COL CIUDAD GUZMAN,Default,25,25-CIUGUZ-001
13558,20,2023,COL DIOS PROVEERA,COL DIOS PROVEERA,COL DIOS PROVEERA,Default,1019,20-DIOPRO-002
15082,25,2504,COL EL CARRIZAL,COL EL CARRIZAL,COL EL CARRIZAL,Default,396,25-CARXXX-001
10111,16,1601,COL ESTADOS UNIDOS,COL ESTADOS UNIDOS,COL ESTADOS UNIDOS,Default,1092,16-ESTUNI-002
19364,7,729,COL FRANCISCO MORAZAN,COL FRANCISCO MORAZAN,COL FRANCISCO MORAZAN,Default,1097,07-FRAMOR-002
7314,16,1612,COL IZAGUIRRE,COL IZAGUIRRE,COL IZAGUIRRE,Default,793,16-IZAXXX-002
15614,25,2524,COL JOSE ANGEL ULLOA,COL JOSE ANGEL ULLOA,COL JOSE ANGEL ULLOA,Default,787,25-JOSANG-002
14965,20,2001,COL KENNEDY,COL KENNEDY,COL KENNEDY,Agency variations,153,20-KENXXX-001
1507,36,3645,COL LA ESTANCIA,COL LA ESTANCIA,COL LA ESTANCIA,Default,111,36-ESTXXX-002
9105,20,2006,COL LA JOYA,COL LA JOYA,COL LA JOYA,Default,936,20-JOYXXX-002
11511,16,1604,COL LA SOSA,COL LA SOSA,COL LA SOSA,Default,428,16-SOSXXX-002
8395,16,1616,COL LA TRINIDAD,COL LA TRINIDAD,COL LA TRINIDAD,Default,830,16-TRIXXX-001
8818,16,1605,COL LA UNION,COL LA UNION,COL LA UNION,Default,37,16-UNIXXX-001
14781,21,2130,COL LAS VEGAS,COL LAS VEGAS,COL LAS VEGAS,Default,120,21-VEGXXX-001
15508,20,2032,COL LOS PINOS,COL LOS PINOS,COL LOS PINOS,Default,922,20-PINXXX-003
4463,19,1906,COL MIRAFLORES,COL MIRAFLORES,COL. MIRAFLORES,Agency variations,118,19-MIRXXX-001
14701,25,2527,COL NUEVA CAPITAL,COL NUEVA CAPITAL,COL NUEVA CAPITAL,Default,967,25-NUECAP-002
1861,16,1616,COL NUEVA ERA,COL NUEVA ERA,COL NUEVA ERA,Default,13,16-NUEERA-001
2699,16,122,COL NUEVA  ERA,COL NUEVA ERA,COL NUEVA ERA,Default,729,16-NUEERA-003
4180,6,616,COL RODRIGUEZ,COL RODRIGUEZ,COL RODRIGUEZ,Default,1263,06-RODXXX-002
3816,8,823,COL SAGASTUME,COL SAGASTUME,COL SAGASTUME,Default,756,08-SAGXXX-002
4439,22,2202,BARRIO SAN JOSE DEL PEDREGAL,BARRIO SAN JOSE DEL PEDREGAL,BARRIO SAN JOSE DEL PEDREGAL,Default,483,22-SANJOS-003
19751,7,753,COL SAN JUAN DEL NORTE,COL SAN JUAN DEL NORTE,COL SAN JUAN DEL NORTE,Default,700,07-SANJUA-002
7644,16,1606,COL SEMPE,COL SEMPE,COL SEMPE,Default,205,16-SEMXXX-001
15871,25,2538,COL UNION Y ESPFUERZO,COL UNION Y ESPFUERZO,COL UNION Y ESPFUERZO,Default,374,25-UNIESP-001
5254,8,827,COL VIERA,COL VIERA,COL VIERA,Default,1068,08-VIEXXX-001
19355,7,745,COL VILLA CRISTINA,COL VILLA CRISTINA,COL VILLA CRISTINA,Default,435,07-VILCRI-001
18816,7,770,COL VILLA FRANCA,COL VILLA FRANCA,COL VILLA FRANCA,Default,465,07-VILFRA-001
931,56,56,COL VILLA LINDA MILLER,COL VILLA LINDA MILLER,COL VILLA LINDA MILLER,Default,1028,56-VILLIN-002
15518,20,,COL VILLA NUEVA,COL VILLA NUEVA,COL VILLA NUEVA,Default,662,20-VILNUE-003
1913,32,3201,COL VILLA NUEVA,COL VILLA NUEVA,COL VILLA NUEVA,Default,720,32-VILNUE-010
8689,35,3517,COL VILLADA MORALES,COL VILLADA MORALES,COL VILLADA MORALES,Default,1370,35-VILMOR-004
14908,21,2123,COL VISTA HERMOSA,COL VISTA HERMOSA,COL VISTA HERMOSA,Default,394,21-VISHER-002
10204,16,1639,COL_LAS ANONAS,COL_LAS ANONAS,COL_LAS ANONAS,Default,1131,16-COLANO-001
9343,18,1801,"COL, HATO DE ENMEDIO","COL, HATO DE ENMEDIO","COL, HATO DE ENMEDIO",Default,1158,18-COLHAT-002
576,32,0,COL. ALTOS DE VILLA VIEJA,COL. ALTOS DE VILLA VIEJA,COL. ALTOS DE VILLA VIEJA,Default,836,32-ALTVIL-001
9319,18,1801,COL. HATO DE ENMEDIO,COL. HATO DE ENMEDIO,COL. HATO DE ENMEDIO,Default,96,18-HATENM-001
5778,24,0,"COL. LA ROSA, PASEO MATEO","COL. LA ROSA, PASEO MATEO","COL. LA ROSA, PASEO MATEO",Default,472,24-ROSPAS-001
8,32,3213,COL. MIRADOR DE ORIENTE,COL. MIRADOR DE ORIENTE,COL. MIRADOR DE ORIENTE,Default,1298,32-MIRORI-002
564,20,2032,COL. PLAN DE LOS PINOS,COL. PLAN DE LOS PINOS,COL. PLAN DE LOS PINOS,Default,1266,20-PLAPIN-001
78,7,762,COLINAS DEL MAYANGLE,COLINAS DEL MAYANGLE,COLINAS DEL MAYANGLE,Default,1059,07-COLMAY-001
14662,21,2122,COLINIA ALTOS DE SAN ISIDRO,COLINIA ALTOS DE SAN ISIDRO,COLINIA ALTOS DE SAN ISIDRO,Default,461,21-COLALT-001
6199,18,1801,COLINIA HATO DE ENMEDIO AMPLIACION BLOQUE I Y J,COLINIA HATO DE ENMEDIO AMPLIACION BLOQUE I Y J,COLINIA HATO DE ENMEDIO AMPLIACION BLOQUE I Y J,Default,1029,18-COLHAT-001
9761,35,3541,COLO VILLADA MORALES,COLO VILLADA MORALES,COLO VILLADA MORALES,Default,774,35-COLVIL-001
9759,35,3517,COLO VILLEDA MORALES,COLO VILLEDA MORALES,COLO VILLEDA MORALES,Default,924,35-COLVIL-002
14668,21,2122,COLONI AALTOS DE SAN ISIDRO,COLONI AALTOS DE SAN ISIDRO,COLONI AALTOS DE SAN ISIDRO,Default,901,21-AALSAN-001
7791,16,0000L,COMPLEJO INDUSTRIAL SAN MIGUEL,COMPLEJO INDUSTRIAL SAN MIGUEL,COMPLEJO INDUSTRIAL SAN MIGUEL,Default,71,16-COMIND-001
13803,21,0,COLONIA COMUNIDAD SOCIAL,COMUNIDAD SOCIAL,COMUNIDAD SOCIAL,Default,731,21-COMSOC-001
1,41,0,COMUNIDAD STIBYS,COMUNIDAD STIBYS,COMUNIDAD STIBYS,Default,491,41-COMSTI-001
2218,28,2821,RESIDENCIAL CONCEPCION,RESIDENCIAL CONCEPCION,CONCEPCION,Default,711,28-CONXXX-001
4285,6,606,BARRIO CONCEPCION,BARRIO CONCEPCION,BARRIO CONCEPCION,Default,857,06-CONXXX-002
6017,35,3533,CONCEPCION DE RIO GRANDE,CONCEPCION DE RIO GRANDE,CONCEPCION DE RIO GRANDE,Default,845,35-CONRIO-001
6968,35,3528,RESIDENCIAL CONCEPCION II ETAPA,CONCEPCION II,CONCEPCION II,Default,556,35-CONIIX-001
6714,35,3502,CONCEPCION RIO GRANDE,CONCEPCION RIO GRANDE,CONCEPCION RIO GRANDE,Default,1272,35-CONRIO-002
3720,17,0,CONDOMINIO EL MIRADOR,CONDOMINIO EL MIRADOR,CONDOMINIO EL MIRADOR,Default,584,17-CONMIR-001
1285,12,0,CONDOMINIO LAS MARIAS,CONDOMINIO LAS MARIAS,CONDOMINIO LAS MARIAS,Default,198,12-CONMAR-001
5871,9,0,CONDOMINIO MONTE VISTA,CONDOMINIO MONTE VISTA,CONDOMINIO MONTE VISTA,Default,65,09-CONMON-001
4463,19,1906,COL MIRAFLORES,COL MIRAFLORES,MIRAFL ORES,Default,118,19-MIRXXX-001
7359,23,2366,CONDOMINIOS EL DORAL,CONDOMINIOS EL DORAL,CONDOMINIOS EL DORAL,Default,296,23-CONDOR-001
10086,16,1651,CONDOMINIOS RESIDENCIALES VILLAS DEL MOLINO,CONDOMINIOS ES VILLAS DEL MOLINO,CONDOMINIOS ES VILLAS DEL MOLINO,Default,219,16-CONRES-001
1663,10,0,CONDOMINIOS LOMA ALTA,CONDOMINIOS LOMA ALTA,CONDOMINIOS LOMA ALTA,Default,39,10-CONLOM-001
16721,13,1375,CONDOMINIOS LOMAS DEL COUNTRY,CONDOMINIOS LOMAS DEL COUNTRY,CONDOMINIOS LOMAS DEL COUNTRY,Default,214,13-CONLOM-001
8644,18,1824,CONDOMINIOS QUINTA BELLA,CONDOMINIOS QUINTA BELLA,CONDOMINIOS QUINTA BELLA,Default,234,18-CONQUI-001
5288,23,2339,RESIDENCIAL CONDOMINIOS TONCONTIN,CONDOMINIOS TONCONTIN,CONDOMINIOS TONCONTIN,Default,750,23-CONTON-001
1435,3,316,CONDOMINIOS VIERA,CONDOMINIOS VIERA,CONDOMINIOS VIERA,Default,126,03-CONVIE-001
975,54,0,COLONIA CONSTRUYENDO SOBRE LA ROCA,CONSTRUYENDO SOBRE LA ROCA,CONSTRUYENDO SOBRE LA ROCA,Default,232,54-CONSOB-001
5735,25,2520,COLONIA CONTINENTAL,CONTINENTAL,CONTINENTAL,Default,566,25-CONXXX-001
5261,23,0,RESIDENCIAL COPACABANA,COPACABANA,COPACABANA,Default,990,23-COPXXX-001
122,50,5007,CORRALITOS,CORRALITOS,CORRALITOS,Default,70,50-CORXXX-002
64,53,5354,CORRALITOS EL HATILLO,CORRALITOS EL HATILLO,CORRALITOS EL HATILLO,Default,850,53-CORHAT-001
5042,18,1817,COLONIA COVESPUL,COVESPUL,COVESPUL,Default,365,18-COVXXX-001
15620,13,1341,COLONIA CRISTOBAL DIAZ,CRISTOBAL DIAZ,CRISTOBAL DIAZ,Default,1222,13-CRIDIA-001
17,10,1027,COLONIA CRUZ LARGA,CRUZ LARGA,CRUZ LARGA,Default,853,10-CRULAR-001
1765,27,2715,COLONIA CRUZ ROJA,CRUZ ROJA,CRUZ ROJA,Default,241,27-CRUROJ-001
1186,36,3647,RESIDENCIAL CUMBRE DEL SUR,CUMBRE DEL SUR,CUMBRE DEL SUR,Default,816,36-CUMSUR-001
2691,13,1371,COLONIA DAVID BETANCOURTH,DAVID BETANCOURTH,DAVID BETANCOURTH,Default,755,13-DAVBET-001
1626,4,410,COLONIA LA CAMPA√ëA,LA CAMPAÑA,LA CAMPAÑA,Default,669,04-CAMXXX-001
2521,20,2023,COLONIA DIOS PROVEERA,DIOS PROVEERA,DIOS PROVEERA,Default,773,20-DIOPRO-001
10632,16,0,DISCOVERY SCHOOL,DISCOVERY SCHOOL,DISCOVERY SCHOOL,Default,1214,16-DISSCH-001
13664,13,1343,COLONIA DIVANNA,DIVANNA,DIVANNA,Default,360,13-DIVXXX-001
686,41,4108,COLONIA DIVINA PROVIDENCIA,DIVINA PROVIDENCIA,DIVINA PROVIDENCIA,Default,370,41-DIVPRO-001
1074,25,0,COLONIA DIVINO PARAISO,DIVINO PARAISO,DIVINO PARAISO,Default,188,25-DIVPAR-001
1840,35,3506,COLONIA DORA DE ASFURA,DORA DE ASFURA,DORA DE ASFURA,Default,545,35-DORASF-002
