ogc_fid,sector,cod_col,name,NEIGHBORHOOD,alias,AliasType,GISID,uid
6411,9,0,EL CHIMBO,EL CHIMBO,CHIMBO,Agency variations,718,09-CHIXXX-001
9249,23,2321,COLONIA 15 DE SEPTIEMBRE,15 DE SEPTIEMBRE,15 SEPTIEMBREZ SUR,Agency variations,808,23-15SEPX-001
9249,23,2321,COLONIA 15 DE SEPTIEMBRE,15 DE SEPTIEMBRE,CO DE SEPTIEMBRE,SANITIZE,808,23-15SEPX-001
11209,18,1818,ALTOS DEL TRAPICHE,ALTOS DEL TRAPICHE,COL. ALTOS DEL TRAPICHE,Agency variations,357,18-ALTTRA-002
1477,11,1102,COLONIA EL PRADO,EL PRADO,COL. EL PRADO,Agency variations,1246,11-PRAXXX-001
1626,4,410,COLONIA LA CAMPA√ëA,LA CAMPAÑA,COL. LA CAMPAÑA,Agency variations,669,04-CAMXXX-001
6743,20,2031,RESIDENCIAL VEGAS DE LA JOYA,VEGAS DE LA JOYA,VEGAS DE LA JOYA,Default,57,20-VEGJOY-001
968,10,1003,COLONIA LAS MINITAS,LAS MINITAS,COL. LAS MINITAS,Agency variations,686,10-MINXXX-001
4812,19,0,VILLA MIRAFLORES NORTE,VILLA MIRAFLORES NORTE,COL. MIRAFLORES NORTE,Agency variations,388,19-VILMIR-001
461,10,1006,COLONIA LOMAS DEL GUIJARRO,LOMAS DEL GUIJARRO,LOMAS DEL GIJARRO,Agency variations,601,10-LOMGUI-002
11818,16,1621,PRADOS UNIVERSITARIOS,PRADOS UNIVERSITARIOS,PRADOS UNIVERSITARIO,Agency variations,1111,16-PRAUNI-002
7354,23,2304,RESIDENCIAL ROBLE ALTO,ROBLE ALTO,COL. ROBLE ALTO,Agency variations,1315,23-ROBALT-001
7406,23,2343,RESIDENCIAL ROBLE OESTE,ROBLE OESTE,COL. ROBLE OESTE,Default,1314,23-ROBOES-002
74,22,2223,COLONIA SATELITE,SATELITE,COL. SATELITE,Agency variations,1345,22-SATXXX-001
4261,10,1005,TEPEYAC,TEPEYAC,COL. TEPEYAC,Agency variations,136,10-TEPXXX-001
736,3,310,COLONIA LAS JACARANDAS,JACARANDA,JACARANDA,Default,781,03-JACXXX-002
4856,20,2001,COLONIA KENNEDY,KENEDY,COL. KENNEDY,Agency variations,229,20-KENXXX-002
1099,4,408,COLONIA LARA,LARA,LARA SUR,Agency variations,664,04-LARXXX-001
3636,9,941,COLONIA LA LEONA DEL RINCON,LA LEONA DEL RINCON,LEONA DEL RINCON-CHIMBO,Agency variations,604,09-LEORIN-001
855,20,2025,RESIDENCIAL LOMAS EL DORADO,LOMAS EL DORADO,LOMAS DEL DORADO,Agency variations,342,20-LOMDOR-001
136,10,1030,RESIDENCIAL LOMAS DEL GUIJARRO SUR,LOMAS DEL GUIJARRO SUR,LOMAS DEL GUIJARROSUR,Agency variations,601,10-LOMGUI-002
2057,19,1936,RESIDENCIAL VILLA LOMAS DE MIRAFLORES,VILLA LOMAS DE MIRAFLORES,LOMAS MIRAFLORES,Agency variations,1209,19-VILLOM-001
9689,23,2367,RESIDENCIAL PORTAL DEL BOSQUE,PORTAL DEL BOSQUE,PORTAL DEL BOSQ,Agency variations,1317,23-PORBOS-001
2488,16,1625,RES VILLA UNIVERSITARIA,RES VILLA UNIVERSITARIA,VILLA UNIVERSIT,Agency variations,691,16-VILUNI-001
14698,21,0,SAN JOSE DE LA VEGA,SAN JOSE DE LA VEGA,SAN JOSE VEGA,Agency variations,383,21-SANJOS-001
1241,54,0,ALDEA SANTA CRUZ,ALDEA SANTA CRUZ,SANTA CRUZ 6 KMS.,Agency variations,599,54-ALDSAN-003
3151,17,1701,COLONIA UNIVERSIDAS NORTE,UNIVERSIDAS NORTE,UNIV NORTE,Agency variations,339,17-UNINOR-001
557,32,0,RES. VILLAS DEL CAMPO,RES. VILLAS DEL CAMPO,VILLAS DEL CAMPO,Agency variations,1332,32-VILCAM-001
1068,23,2364,RESIDENCIAL VILLA TOSCANA ETAPA I,VILLA TOSCANA I,VILLAS TOSCANA,Agency variations,1077,23-VILTOS-001
4856,20,2001,COLONIA KENNEDY,KENNEDY,KENEDY,Agency variations,229,20-KENXXX-002
236,5,507,BARRIO GUADALUPE,GUADALUPE,BO LA GUADALUPE,Agency variations,917,05-GUAXXX-001
477,26,2609,RESIDENCIAL HAMBURGO,HAMBURGO,CONDOMINIOS HAMBURGO,Default,303,26-HAMXXX-001
2691,26,2608,RESIDENCIAL LAS CAMPANAS,LAS CAMPANAS,PASEO DE LAS CAMPA,Agency variations,469,26-CAMXXX-001
3999,29,2926,COLONIA LA TRAVESIA,COLONIA LA TRAVESIA,ALDEA LA TRAVESIA,Default,593,29-TRASEC-002
718,28,0,COLONIA JARDINES DE LOARQUE,JARDINES DE LOARQUE,ALTOS JARDINES DE LOARQUE,Agency variations,1382,28-JARLOA-001
24,2,209,BARRIO LA LEONA,LA LEONA,B.BUENOS AIRES-LEONA,Agency variations,242,02-LEOXXX-001
1,14,1401,COLONIA CERRO GRANDE ZONA 2,CERRO GRANDE ZONA 2,CERRO GRANDE ETAPA 2,Agency variations,1212,14-CERGRA-001
1771,8,814,COLONIA CERRO GRANDE ZONA 4,CERRO GRANDE ZONA 4,CERRO GRANDE Z-4,Agency variations,1363,08-CERGRA-004
696,11,1109,COLONIA LOMA LINDA NORTE,LOMA LINDA NORTE,COL. LOMA LINDA NORT,Agency variations,980,11-LOMLIN-002
965,10,1013,COLONIA EL TRIANGULO,EL TRIANGULO,LOMAS DEL GUIJARRO TRIANGULO,Agency variations,779,10-TRIXXX-001
4417,23,2363,RESIDENCIAL MIRADOR DE LOS ANGELES,MIRADOR DE LOS ANGELES,MIRADOR DE LOS ANGLES,Agency variations,1030,23-MIRANG-001
266,36,,RES. LA ARBOLEDA,RES. LA ARBOLEDA,LA ARBOLEDA,Agency variations,15,36-ARBVIL-001
368,12,1234,RESIDENCIAL VILLA DE TILOARQUE,VILLA DE TILOARQUE,VILLAS DE TILOARQUE,Default,1313,12-VILTIL-001
5437,20,2027,RESIDENCIAL PLAZA,PLAZA,RES.PLAZA,Agency variations,1318,20-PLAXXX-001
7,17,1726,RESIDENCIAL EL TRAPICHE,EL TRAPICHE,COL. EL TRAPICHE,Agency variations,311,17-TRAXXX-001
326,23,2329,RESIDENCIAL LAS UVAS,LAS UVAS,LAS UVAS (VILLAS REAL),closed circuit,222,23-UVAXXX-001
14560,13,1320,RESIDENCIAL CENTRO AMERICA ESTE  ,RESIDENCIAL CENTRO AMERICA ESTE,CENTRO AMERICA IV,Agency variations,1328,13-CENAME-002
1886,18,1821,RESIDEDNCIAL SAN JUAN,RESIDEDNCIAL SAN JUAN,COL SAN JUAN,Agency variations,592,18-RESSAN-001
1877,16,1645,RES_VILLA OLIMPUS,RES_VILLA OLIMPUS,OLYMPUS,Agency variations,803,16-RESVIL-005
9126,,1801,COLONIA HATO DE ENMEDIO,HATO DE ENMEDIO,HATO EN MEDIO,Agency variations,1358,nan-HATENM-001
237,1,103,BARRIO EL CENTRO,EL CENTRO,CENTRO DE TEGUS,Agency variations,108,01-CENXXX-001
1886,18,1821,RESIDEDNCIAL SAN JUAN,RESIDEDNCIAL SAN JUAN,RESD. SAN JUAN,Agency variations,592,18-RESSAN-001
14560,13,1320,RESIDENCIAL CENTRO AMERICA ESTE  ,RESIDENCIAL CENTRO AMERICA ESTE,RESD. CTO AMERICA,Agency variations,1328,13-CENAME-002
14560,13,1320,RESIDENCIAL CENTRO AMERICA ESTE  ,RESIDENCIAL CENTRO AMERICA ESTE,RESD. CENTRO AMERICA,Agency variations,1328,13-CENAME-002
15191,21,2113,COLONIA  ALEMAN,ALEMAN,COL.ALEMAN,Agency variations,1143,21-ALEXXX-002
25606,13,1362,CIUDAD LEMPIRA,CIUDAD LEMPIRA,CD. LEMPIRA,Agency variations,309,13-CIULEM-001
1886,18,1821,RESIDEDNCIAL SAN JUAN,RESIDEDNCIAL SAN JUAN,RES. SAN JUAN,Agency variations,592,18-RESSAN-001
4430,22,2205,SAN JOSE DEL PEDREGAL,SAN JOSE DEL PEDREGAL,EL PEDREGAL,Agency variations,358,22-SANJOS-002
